RecID,IdTruth
A106378,41579
A102123,41579
A103406,41579
A100628,41579
A102936,41579
A101483,41580
A106753,41580
A100523,41580
A102587,41580
A104543,41580
A102513,41581
A101319,41581
A100384,41581
A102105,41581
A106281,41581
A101971,41582
A100262,41582
A103974,41582
A103921,45317
A100022,45317
A104665,45317
A101873,45317
A106665,45318
A103637,45318
A101175,45318
A103861,45318
A101163,45319
A103973,45319
A103737,45319
A101555,45319
A105475,45320
A105823,45320
A105061,45320
A105534,45320
A101313,45320
A100912,45320
A105732,45321
A102198,45321
A101126,45321
A102615,45321
A105654,45322
A106575,45322
A103800,45322
A101991,45322
A106970,47020
A102269,47020
A106658,47020
A103638,47021
A100357,47021
A100097,47021
A101035,47021
A100310,47021
A103000,47021
A103691,47022
A102051,47022
A104859,47022
A100528,47022
A100182,47022
A104947,47022
A105590,47023
A106702,47023
A101219,47023
A105205,47023
A105566,47023
A104339,47024
A107247,47024
A104610,47024
A104365,47024
A100107,47024
A104307,47024
A104392,47025
A101769,47025
A106565,47025
A103050,47025
A100663,47025
A102600,47025
A106126,47026
A107099,47026
A105782,47026
A103434,47027
A107189,47027
A101252,47027
A105075,47027
A100288,47028
A104790,47028
A102136,47028
A106721,47028
A105583,47028
A101299,47028
A106376,47029
A105174,47029
A102924,47029
A106637,47029
A105078,47029
A101311,47029
A105044,47030
A104779,47030
A105635,47030
A105029,47031
A100258,47031
A106900,47031
A104047,47031
A103143,47031
A102683,47031
A102369,47032
A106994,47032
A100813,47032
A105340,47032
A105621,47032
A103315,47032
A101994,50756
A105653,50756
A100550,50756
A102861,50757
A104370,50757
A106485,50757
A100583,50757
A104940,50757
A106527,50758
A104346,50758
A106413,50758
A102293,50758
A103835,50758
A106996,50759
A100040,50759
A103658,50759
A101646,50759
A106685,50759
A105427,50759
A103358,50760
A105659,50760
A107045,50760
A101264,50760
A106414,50760
A102844,50760
A102843,50761
A100407,50761
A106365,50761
A101451,50761
A100852,50762
A104597,50762
A100394,50762
A103488,50762
A106141,50762
A102402,50762
A105721,51971
A105194,51971
A100773,51971
A105944,51971
A102502,51972
A103983,51972
A106155,51972
A101518,51972
A105131,51972
A104931,51973
A104922,51973
A104804,51973
A101144,51973
A107144,51973
A100298,51973
A106027,51974
A104720,51974
A100047,51974
A107162,51974
A102197,51974
A103527,51974
A106375,51975
A104271,51975
A102992,51975
A105786,51976
A104793,51976
A104805,51976
A102268,51976
A104160,51976
A103910,51976
A101218,51977
A103160,51977
A105142,51977
A105274,51977
A105298,51977
A105196,53677
A101922,53677
A105804,53677
A101417,53677
A104651,53677
A106122,53677
A101279,53678
A103421,53678
A105636,53678
A102319,53678
A100331,53679
A105473,53679
A104770,53679
A105711,53679
A105622,53679
A104895,53679
A101504,53680
A102134,53680
A102599,53680
A107208,53680
A101870,53681
A106583,53681
A100951,53681
A106890,53682
A105385,53682
A102255,53682
A101958,53682
A102868,53682
A104494,53682
A105924,59917
A102577,59917
A103464,59917
A104644,59918
A101561,59918
A104766,59918
A105693,59919
A100693,59919
A106931,59919
A104163,59919
A105159,59919
A101306,59919
A106473,59920
A104920,59920
A104412,59920
A105512,59920
A107265,59921
A106941,59921
A104355,59921
A105567,59921
A101185,59921
A101418,59921
A107233,59922
A105350,59922
A106017,59922
A103271,59922
A104975,59923
A101892,59923
A101161,59923
A104831,59924
A106348,59924
A100076,59924
A104559,59924
A104087,59924
A100146,59925
A100895,59925
A100987,59925
A106835,59925
A102261,59925
A104469,59925
A106980,59926
A102426,59926
A102955,59926
A102663,59926
A105890,59926
A102791,59927
A104521,59927
A102721,59927
A105355,59927
A106123,59928
A103443,59928
A104265,59928
A104548,59928
A105925,59928
A105249,59928
A102192,68999
A106091,68999
A100551,68999
A104301,68999
A100121,68999
A106325,69000
A103182,69000
A101835,69000
A100161,69000
A106100,69000
A103648,69001
A102550,69001
A104275,69001
A100650,69001
A105152,69001
A104930,69001
A101282,69002
A104220,69002
A105185,69002
A105520,69002
A105346,69002
A106069,69003
A101952,69003
A101609,69003
A100713,69003
A104489,69003
A101031,69003
A103689,69004
A107100,69004
A103486,69004
A106477,69004
A105791,69004
A100749,69005
A106163,69005
A105056,69005
A100699,69006
A102185,69006
A101649,69006
A101471,69006
A100419,69006
A100891,69006
A102621,69007
A106125,69007
A104293,69007
A106261,69008
A100781,69008
A100402,69008
A107235,70269
A104425,70269
A103913,70269
A105491,70269
A100612,70269
A100783,70270
A101283,70270
A105655,70270
A106977,70270
A103161,70271
A101705,70271
A100416,70271
A103418,70272
A101872,70272
A105831,70272
A104824,70273
A100510,70273
A105059,70273
A104739,70274
A106491,70274
A104667,70274
A102595,70274
A107117,70275
A105032,70275
A106947,70275
A104193,70275
A103593,70276
A102132,70276
A102103,70276
A105772,70277
A106231,70277
A101258,70277
A102969,70277
A102072,70278
A100211,70278
A105877,70278
A106140,70278
A102987,70279
A103705,70279
A105645,70279
A105115,70279
A105214,76461
A106877,76461
A100023,76461
A103715,76461
A101316,76461
A103012,76461
A100689,76462
A104130,76462
A104173,76462
A104501,76463
A103522,76463
A105418,76463
A106862,76463
A103872,76464
A100886,76464
A105096,76464
A105712,76464
A103743,76464
A103465,76464
A101188,76465
A106963,76465
A104258,76465
A101107,76465
A102336,76465
A102845,76466
A105301,76466
A100420,76466
A106399,76466
A100350,76466
A104171,76467
A100730,76467
A106387,76467
A104356,76467
A105150,76468
A100243,76468
A102317,76468
A102431,76469
A106266,76469
A101939,76469
A104702,76469
A100405,76470
A102608,76470
A105347,76470
A102937,76470
A103419,76470
A103704,76471
A101346,76471
A102424,76471
A106739,76472
A102121,76472
A106482,76472
A103059,83499
A101473,83499
A102860,83499
A104621,83499
A102560,83499
A100894,83500
A104366,83500
A105705,83500
A105747,83500
A103926,83500
A102506,83500
A104270,83501
A106895,83501
A102835,83501
A101382,83501
A103069,83501
A102107,83501
A106654,83502
A105188,83502
A103322,83502
A105923,83502
A101997,83503
A105928,83503
A101192,83503
A106186,83504
A100698,83504
A106976,83504
A102700,83504
A107268,83505
A101063,83505
A104233,83505
A100546,83506
A103387,83506
A103546,83506
A102983,83506
A103023,83506
A101464,14490
A102688,14490
A101808,14490
A103336,14491
A100315,14491
A104212,14491
A105991,14492
A107150,14492
A103053,14492
A106245,14492
A103261,14492
A106222,14493
A105266,14493
A105641,14493
A106894,14493
A103751,14493
A103963,14493
A101576,14494
A103674,14494
A100938,14494
A104869,14494
A101008,14494
A105262,14495
A104095,14495
A106203,14495
A105884,14496
A106118,14496
A102333,14496
A104885,14496
A103411,14496
A102938,14497
A101594,14497
A105546,14497
A101399,14498
A100944,14498
A105155,14498
A102650,14498
A106202,14498
A100666,14498
A102804,20820
A106723,20820
A106802,20820
A103010,20820
A106264,20820
A103650,20820
A103975,20821
A107255,20821
A104946,20821
A104243,20822
A105966,20822
A100217,20822
A103304,20822
A102674,20822
A104606,20822
A106590,20823
A100772,20823
A103045,20823
A106308,20823
A101330,20823
A100365,20824
A100412,20824
A103964,20824
A104765,20824
A101256,20824
A106459,20824
A100860,20825
A103372,20825
A106041,20825
A101514,20825
A101005,20826
A106297,20826
A100637,20826
A100877,20826
A104748,20826
A104000,20826
A106605,20827
A105892,20827
A102068,20827
A106523,20827
A106538,20828
A104836,20828
A105137,20828
A100469,20828
A103932,20828
A102394,20829
A102822,20829
A101428,20829
A104998,20829
A101066,20829
A104351,20829
A103854,20830
A106286,20830
A106478,20830
A104260,20830
A104898,20830
A100276,20830
A106423,26313
A105965,26313
A101089,26313
A106772,26313
A106591,26313
A100933,26313
A106978,26314
A104429,26314
A101637,26314
A104844,26314
A105976,26314
A101291,26315
A103883,26315
A103341,26315
A100019,26315
A101886,26315
A106218,26316
A106572,26316
A101666,26316
A104554,26316
A104634,26317
A100817,26317
A100807,26317
A105625,26318
A103641,26318
A104670,26318
A107187,26318
A105633,26318
A104470,26319
A105119,26319
A102422,26319
A101558,26319
A106454,26319
A104625,26319
A102657,26320
A106383,26320
A105364,26320
A100205,26320
A100646,53285
A101881,53285
A100576,53285
A106676,53285
A100129,53285
A103654,53285
A102602,53286
A107055,53286
A104712,53286
A100313,53286
A103619,53286
A105378,53286
A101432,53287
A104996,53287
A105111,53287
A101236,53287
A102890,53287
A103696,53288
A104353,53288
A100303,53288
A103347,53289
A104332,53289
A101878,53289
A106499,53289
A103229,53289
A103758,53289
A103718,53290
A105848,53290
A105192,53290
A104876,53290
A104027,53290
A104728,53291
A101799,53291
A105908,53291
A106880,53291
A105753,53292
A100033,53292
A106804,53292
A101767,53292
A106450,53292
A105047,53292
A107009,53293
A103125,53293
A103711,53293
A103067,53293
A106139,53495
A100522,53495
A104329,53495
A103539,53495
A100945,53495
A103784,53496
A106567,53496
A102758,53496
A103826,53496
A107196,53496
A106169,53497
A103219,53497
A101651,53497
A100645,53497
A103993,53497
A103765,53498
A100465,53498
A103695,53498
A102065,53498
A106695,53498
A106985,53499
A102684,53499
A102248,53499
A101133,53499
A102450,53499
A106838,53500
A105981,53500
A100703,53500
A101734,53501
A103084,53501
A106726,53501
A106217,53501
A103243,53502
A105880,53502
A103646,53502
A101955,53503
A105874,53503
A106713,53503
A104807,53503
A101611,53504
A102627,53504
A106675,53504
A100162,53504
A100887,53504
A102280,53504
A104167,57094
A102273,57094
A105195,57094
A104984,57094
A102568,57094
A100871,57094
A100153,57095
A104273,57095
A107010,57095
A105021,57095
A106899,57096
A105532,57096
A105339,57096
A103966,57096
A107107,57096
A107013,57096
A102364,57097
A106915,57097
A102775,57097
A101562,57097
A103479,57097
A100504,57097
A105431,57098
A102623,57098
A106912,57098
A101041,57098
A101556,57098
A106703,57098
A100819,57099
A104671,57099
A100328,57099
A104285,57100
A100592,57100
A101436,57100
A100726,58154
A104061,58154
A101923,58154
A102417,58154
A105541,58154
A106603,58155
A101583,58155
A103643,58155
A106956,58155
A102199,58156
A106324,58156
A105257,58156
A104742,58156
A102681,58156
A101364,58156
A102551,58157
A102515,58157
A101531,58157
A100977,58157
A102487,58158
A104505,58158
A104735,58158
A106906,58158
A107115,58158
A102087,58159
A106939,58159
A104159,58159
A102007,58159
A105838,58159
A107145,58160
A106132,58160
A106031,58160
A102217,58160
A105495,58160
A104314,58160
A105294,59084
A104331,59084
A103736,59084
A102150,59084
A101088,59084
A103289,59085
A103299,59085
A107124,59085
A101461,59085
A102031,59085
A100199,59085
A105597,59086
A106525,59086
A105776,59086
A105328,59086
A102745,59086
A103953,59087
A107207,59087
A101882,59087
A102715,59087
A103785,59087
A100983,59088
A103912,59088
A102971,59088
A103223,59088
A100492,59088
A101450,59088
A104416,59089
A105399,59089
A105109,59089
A107071,59089
A100459,59089
A102910,59090
A101598,59090
A107232,59090
A102435,59090
A101302,59090
A102603,59091
A100828,59091
A105768,59091
A105419,59091
A100115,59091
A104791,59092
A103432,59092
A101643,59092
A103941,59092
A102687,63791
A102652,63791
A105322,63791
A101375,63792
A102306,63792
A100430,63792
A100411,63792
A105893,63793
A106274,63793
A106579,63793
A105836,63793
A107136,63793
A105099,63794
A102748,63794
A101136,63794
A103918,63795
A103850,63795
A105738,63795
A104090,63795
A101904,63796
A104055,63796
A102145,63796
A104120,63796
A106456,63797
A106608,63797
A104084,63797
A102160,63797
A100688,63798
A102731,63798
A105501,63798
A106549,63798
A100556,63798
A106214,63798
A102815,64856
A100200,64856
A101914,64856
A105879,64856
A100275,64856
A104630,64857
A100014,64857
A103254,64857
A104571,64857
A102414,64857
A105609,64858
A102659,64858
A105054,64858
A107089,64859
A101785,64859
A105356,64859
A102483,64859
A100108,64860
A103771,64860
A104110,64860
A103492,64860
A101786,64860
A102298,64861
A100496,64861
A102997,64861
A101568,64861
A102693,13099
A103257,13099
A103213,13099
A104451,13099
A104326,13099
A106951,13100
A102710,13100
A102379,13100
A104263,13100
A101843,13101
A105969,13101
A106743,13101
A100602,13101
A101742,13101
A104609,13102
A102654,13102
A106869,13102
A101920,13103
A100050,13103
A105993,13103
A101605,13103
A106998,13104
A106787,13104
A100027,13104
A106531,13104
A105603,13104
A102037,14589
A106569,14589
A104041,14589
A106592,14590
A103568,14590
A103052,14590
A106846,14591
A101368,14591
A104427,14591
A106950,14591
A104959,14591
A106121,14592
A101435,14592
A101579,14592
A100176,14592
A104122,14593
A103472,14593
A102466,14593
A106848,14593
A100114,14593
A102046,14593
A102636,14594
A103485,14594
A106358,14594
A106076,22948
A102411,22948
A101999,22948
A106897,22949
A105448,22949
A101013,22949
A104533,22949
A104997,22949
A102484,22950
A104070,22950
A100343,22950
A107213,22950
A101487,22950
A106927,22950
A105740,22951
A106113,22951
A100283,22951
A102873,22951
A100125,22951
A100978,22951
A102305,22952
A102823,22952
A103924,22952
A104394,22952
A106776,22952
A102475,22952
A104481,22953
A100150,22953
A106822,22953
A101820,22953
A104646,22953
A101550,22954
A104422,22954
A100444,22954
A104529,22954
A101559,22955
A104592,22955
A105272,22955
A104709,22956
A101839,22956
A104013,22956
A101927,22956
A105423,22956
A105564,22957
A100869,22957
A106422,22957
A103582,22957
A106807,22957
A103523,22957
A103657,22958
A105332,22958
A102882,22958
A103722,28120
A100753,28120
A104704,28120
A106207,28121
A104957,28121
A105097,28121
A100043,28121
A101894,28121
A104208,28121
A104890,28122
A105277,28122
A102620,28122
A103549,28122
A101838,28122
A106775,28122
A100955,28123
A105458,28123
A101661,28123
A100489,28124
A105088,28124
A106340,28124
A102366,28125
A103302,28125
A106318,28125
A102869,28125
A101906,28126
A104662,28126
A101239,28126
A104080,28126
A103806,28127
A105416,28127
A101974,28127
A101293,28127
A107200,28127
A104139,28128
A100831,28128
A101706,28128
A105871,30268
A101015,30268
A106577,30268
A103892,30268
A105462,30269
A105466,30269
A100779,30269
A100906,30270
A105860,30270
A100204,30270
A103898,30270
A101294,30270
A100134,30270
A104204,30271
A104835,30271
A107008,30271
A102908,30271
A101322,30272
A105714,30272
A102672,30272
A106999,30272
A101247,30272
A105114,30272
A105728,30273
A100584,30273
A103571,30273
A102349,30273
A100452,30273
A103031,30273
A103466,30274
A104473,30274
A101369,30274
A106389,30274
A103508,30274
A101085,30274
A106149,30275
A106309,30275
A104509,30275
A105046,30275
A100605,30275
A105436,30276
A100930,30276
A107259,30276
A102892,30276
A100443,30276
A103914,30276
A100771,30277
A105807,30277
A102382,30277
A107168,30277
A103958,30277
A107066,30278
A105862,30278
A103101,30278
A104602,30772
A101309,30772
A102870,30772
A104241,30773
A106669,30773
A105005,30773
A102169,30773
A103442,30774
A103609,30774
A104295,30774
A100068,30774
A105600,30775
A102851,30775
A104797,30775
A103256,30775
A103233,30775
A101494,30776
A100986,30776
A103174,30776
A100829,30777
A107142,30777
A104620,30777
A103944,30777
A101569,30778
A104648,30778
A102140,30778
A103905,30778
A100340,41362
A100728,41362
A100290,41362
A106746,41362
A104404,41363
A106792,41363
A100011,41363
A103598,41364
A104121,41364
A100170,41364
A101996,41364
A102252,41365
A103906,41365
A104565,41365
A103933,43023
A101459,43023
A103077,43023
A104302,43023
A100461,43023
A101286,43023
A106431,43024
A101862,43024
A104468,43024
A107056,43024
A105359,43024
A103692,43024
A105379,43025
A104747,43025
A105834,43025
A102762,43025
A103310,43025
A100568,43025
A103597,43026
A105785,43026
A105948,43026
A101385,43026
A101358,43026
A103259,43027
A101858,43027
A101026,43027
A100596,43028
A101714,43028
A106038,43028
A103270,43028
A101391,43029
A101457,43029
A101695,43029
A100354,43029
A101645,43029
A100824,58735
A100907,58735
A104839,58735
A106715,58735
A101630,58735
A105344,58736
A107019,58736
A101740,58736
A104777,58736
A105725,58736
A100356,58736
A101019,58737
A101155,58737
A103945,58737
A103972,58738
A104354,58738
A105093,58738
A101006,58738
A106563,58739
A103554,58739
A103709,58739
A100979,58739
A107166,58739
A101157,58740
A100451,58740
A107226,58740
A100823,58740
A104300,58741
A105035,58741
A105438,58741
A102407,58741
A104012,58741
A104569,58741
A100445,58742
A103981,58742
A106406,58742
A103076,58743
A105792,58743
A100044,58743
A100314,58743
A101753,77125
A100164,77125
A100904,77125
A106666,77125
A107250,77126
A107266,77126
A103039,77126
A106090,77126
A101962,77126
A105444,77127
A106957,77127
A100025,77127
A101278,77127
A100183,77128
A100793,77128
A106049,77128
A103241,77129
A105017,77129
A101187,77129
A107017,77130
A100391,77130
A101758,77130
A106710,77130
A102524,77131
A101439,77131
A100738,77131
A103423,77131
A100077,77131
A101937,77132
A103726,77132
A104493,77132
A103698,77132
A104710,77132
A102531,21477
A104566,21477
A105002,21477
A103140,21477
A103622,21477
A101210,21477
A105821,21478
A104282,21478
A101431,21478
A104553,21479
A102165,21479
A100333,21479
A106850,21479
A105842,21479
A104174,21479
A104908,21480
A100156,21480
A104199,21480
A105291,21480
A106504,21480
A106578,21481
A105919,21481
A105523,21481
A103047,21481
A100166,21481
A104045,21481
A100006,21482
A100392,21482
A102244,21482
A105428,21482
A106810,21482
A100527,21483
A105972,21483
A103192,21483
A100195,21483
A104040,21483
A102833,21483
A106933,21484
A102750,21484
A106774,21484
A105639,21484
A103556,21484
A102909,21484
A101682,21485
A105784,21485
A101948,21485
A102050,53341
A102304,53341
A105585,53341
A100761,53342
A106922,53342
A100768,53342
A101077,53342
A106360,53342
A100358,53342
A105420,53343
A100203,53343
A101308,53343
A102241,53343
A106083,53343
A100916,53344
A104968,53344
A100414,53344
A102569,53344
A101532,53344
A105608,53345
A101393,53345
A100088,53345
A102692,53346
A106032,53346
A105937,53346
A107175,53347
A102341,53347
A106934,53347
A104478,53347
A102586,53348
A107037,53348
A105117,53348
A101022,53349
A100207,53349
A104340,53349
A106146,53349
A100408,53349
A102930,53350
A104125,53350
A106013,53350
A105401,56155
A101766,56155
A104992,56155
A102805,56155
A100359,56156
A100618,56156
A101195,56156
A100251,56156
A105762,56156
A104617,56156
A101037,56157
A103275,56157
A106093,56157
A100790,56157
A104631,56157
A106034,56157
A103830,56158
A104222,56158
A101683,56158
A101505,56158
A100149,56158
A103890,56159
A105898,56159
A105252,56159
A104154,56159
A105480,56160
A101081,56160
A102464,56160
A107030,56160
A102617,56160
A107130,56160
A101738,56161
A103321,56161
A105947,56161
A103066,56161
A103734,56161
A106369,56161
A100539,56162
A103009,56162
A100274,56162
A106201,56163
A105915,56163
A103633,56163
A100008,56163
A102772,56163
A106120,56163
A106290,64726
A105749,64726
A101885,64726
A103281,64726
A107086,64726
A103239,64727
A102728,64727
A102669,64727
A101635,64727
A102713,64727
A101840,64727
A103176,64728
A106871,64728
A106492,64728
A103277,64728
A106704,64728
A106238,64729
A102392,64729
A101342,64729
A105486,64729
A103224,64729
A105524,64730
A106621,64730
A101001,64730
A102053,64731
A106594,64731
A106641,64731
A102133,64731
A103356,64732
A103968,64732
A105778,64732
A106455,64732
A102108,64732
A100834,64733
A105247,64733
A102917,64733
A106268,64733
A105014,64733
A100218,64733
A101105,64734
A103808,64734
A106793,64734
A106708,64734
A105090,64734
A106430,64734
A106858,64735
A105870,64735
A100927,64735
A100214,64735
A103903,64735
A106534,72263
A102009,72263
A102294,72263
A103591,72263
A101090,72263
A100558,72263
A102644,72264
A102581,72264
A106275,72264
A103162,72265
A106283,72265
A104234,72265
A104001,72265
A103238,72265
A106401,72265
A102361,72266
A100569,72266
A105408,72266
A104769,72267
A106913,72267
A106904,72267
A100261,72267
A102127,72267
A103971,72268
A106712,72268
A101713,72268
A104928,72268
A101591,72268
A107172,72269
A106974,72269
A101098,72269
A104358,72269
A103683,72269
A102315,72270
A102275,72270
A104299,72270
A103108,72271
A102389,72271
A106339,72271
A104691,72271
A101551,72271
A106653,72271
A100625,72272
A106607,72272
A101143,72272
A102519,72273
A106865,72273
A100590,72273
A102677,72273
A101273,72273
A101652,72273
A101790,73671
A104972,73671
A106253,73671
A101339,73671
A103319,73671
A105432,73671
A105912,73672
A105095,73672
A102880,73672
A106079,73673
A105028,73673
A103248,73673
A104653,73673
A106029,73674
A103340,73674
A106061,73674
A101053,73674
A101253,73674
A100361,73675
A102718,73675
A106867,73675
A102156,73675
A101589,73675
A101274,73675
A106629,73676
A103961,73676
A102496,73676
A105440,73676
A104802,73676
A104069,73676
A103820,73677
A101943,73677
A104262,73677
A102838,73678
A102797,73678
A105770,73678
A102122,73678
A101340,73679
A104099,73679
A103214,73679
A102432,73679
A105336,73679
A100981,73680
A101664,73680
A105867,73680
A104311,73680
A105229,73681
A102027,73681
A103119,73681
A104500,73681
A103133,73681
A106929,53791
A103139,53791
A100795,53791
A105351,53791
A106697,53791
A104455,53791
A101055,53792
A103620,53792
A101125,53792
A104624,53792
A103818,53792
A105651,53792
A103868,53793
A100609,53793
A101139,53793
A101969,53794
A105584,53794
A101781,53794
A105306,53795
A105577,53795
A104693,53795
A100763,53795
A106479,53796
A106370,53796
A100379,53796
A103639,53796
A103846,53797
A104826,53797
A100952,53797
A105670,53797
A100032,53797
A104883,53798
A104744,53798
A104010,53798
A106791,80960
A106157,80960
A106270,80960
A103759,80960
A105510,80960
A101770,80960
A101854,80961
A103165,80961
A101688,80961
A103096,80962
A106098,80962
A100406,80962
A102128,80962
A101842,80963
A104950,80963
A103954,80963
A104604,80964
A106205,80964
A105794,80964
A102180,80964
A102292,80964
A106707,80964
A102682,80965
A104906,80965
A104729,80965
A106500,80966
A102606,80966
A103632,80966
A102225,80966
A100967,52501
A102740,52501
A105485,52501
A107131,52501
A100757,52501
A100174,52501
A106765,52502
A102047,52502
A100995,52502
A105189,52502
A106296,52502
A100889,52503
A105163,52503
A104372,52503
A103004,52503
A103724,52503
A102809,52504
A104165,52504
A103772,52504
A104391,52504
A105562,52504
A100198,52504
A105479,52505
A101662,52505
A100662,52505
A100179,52505
A100709,52505
A100838,52505
A106828,52506
A104112,52506
A100442,52506
A100380,52506
A100320,52506
A106298,52506
A100806,52507
A102260,52507
A107040,52507
A105279,52507
A104074,52508
A101509,52508
A104832,52508
A100360,52508
A100100,52508
A106911,52508
A106782,52509
A101434,52509
A104537,52509
A104993,52509
A102120,52510
A102358,52510
A106798,52510
A105942,52510
A101721,52510
A104527,52510
A105500,60675
A100280,60675
A103908,60675
A100993,60675
A105027,60676
A102523,60676
A106979,60676
A100189,60676
A101571,60677
A102277,60677
A104375,60677
A104225,60678
A106785,60678
A102388,60678
A101871,60678
A102371,60678
A104943,60679
A106673,60679
A105883,60679
A107011,60679
A103137,60679
A101315,60679
A104287,60680
A101931,60680
A105469,60680
A103789,60680
A105456,60680
A105589,60681
A101940,60681
A100325,60681
A105182,60681
A104821,60681
A106699,60682
A102939,60682
A103109,60682
A104467,60683
A102059,60683
A103708,60683
A104251,60683
A102377,60683
A105889,60684
A103291,60684
A101235,60684
A104954,60684
A103107,60684
A101458,60685
A102509,60685
A106075,60685
A106115,60685
A106738,60685
A104134,60685
A102084,60686
A103655,60686
A101698,60686
A103130,60686
A105934,60687
A104497,60687
A101981,60687
A102695,60687
A105701,60687
A106278,60687
A100833,32222
A100879,32222
A106724,32222
A102286,32222
A105226,32222
A100503,32222
A100767,32223
A103282,32223
A101782,32223
A101489,32223
A105920,32223
A104376,32224
A105362,32224
A104755,32224
A101456,32224
A104016,32224
A101186,32225
A105729,32225
A100985,32225
A102276,32225
A101377,32225
A104168,32225
A106272,32226
A101388,32226
A100228,32226
A106092,32226
A107159,32226
A102609,32226
A102033,61193
A100422,61193
A101131,61193
A105576,61193
A103783,61193
A104789,61194
A105270,61194
A101506,61194
A103346,61194
A106616,61195
A100257,61195
A106679,61195
A105437,61195
A107256,61196
A104855,61196
A106247,61196
A106148,61196
A100604,61196
A102010,61196
A107094,61197
A103177,61197
A100634,61197
A103204,61197
A104703,61198
A105464,61198
A101538,61198
A105375,61198
A105297,61198
A105591,61198
A102556,61199
A105048,61199
A103792,61199
A104697,61200
A101844,61200
A103180,61200
A100691,61200
A100122,61200
A105471,72762
A105691,72762
A100905,72762
A106986,72762
A103745,72762
A104558,72762
A100630,72763
A105413,72763
A102001,72763
A103731,72763
A104987,72763
A101727,72763
A104788,72764
A101396,72764
A105941,72764
A102776,72764
A100808,72764
A100543,72764
A106711,72765
A106330,72765
A100432,72765
A106204,72765
A103838,72766
A102947,72766
A101086,72766
A106889,72766
A105634,72766
A105910,72766
A103836,72767
A102818,72767
A105990,72767
A101271,72768
A103408,72768
A102242,72768
A106277,72768
A102456,72769
A105041,72769
A103656,72769
A106508,72769
A104979,72769
A105613,72770
A106026,72770
A106162,72770
A104491,72771
A100069,72771
A106671,72771
A104435,72771
A101924,72771
A102441,72771
A106768,72772
A101017,72772
A106981,72772
A104449,79772
A104474,79772
A103017,79772
A101181,79772
A103487,79772
A100607,79772
A104390,79773
A107191,79773
A106177,79773
A100516,79774
A104002,79774
A102900,79774
A103601,79774
A101162,79775
A106647,79775
A105940,79775
A103579,79775
A102352,79775
A106971,79775
A101112,79776
A102019,79776
A102034,79776
A105598,79776
A101851,79777
A103425,79777
A103144,79777
A103940,4013
A101228,4013
A101350,4013
A103178,4013
A101796,4013
A101829,4013
A100624,4014
A102719,4014
A106651,4014
A104239,4014
A105905,4014
A102079,4015
A105228,4015
A105062,4015
A100318,4015
A106134,4015
A102082,4016
A101362,4016
A107034,4016
A105986,4016
A107138,4016
A106692,4016
A104891,4017
A102858,4017
A105876,4017
A107119,4018
A103210,4018
A105845,4018
A101479,4018
A105961,4018
A106760,4019
A101691,4019
A103484,4019
A107087,4019
A104994,4019
A101361,4019
A103757,4020
A103960,4020
A103876,4020
A101189,4020
A104639,4020
A101667,4021
A105553,4021
A104616,4021
A102680,4021
A100557,4021
A102343,4021
A105387,4022
A104679,4022
A103019,4022
A104778,4023
A103462,4023
A105556,4023
A104172,4024
A100471,4024
A103028,4024
A102396,4024
A101153,4025
A104525,4025
A104104,4025
A105832,4025
A105680,4025
A102902,64068
A103943,64068
A100061,64068
A104768,64068
A106197,64069
A106300,64069
A100423,64069
A105989,64070
A104659,64070
A102055,64070
A106701,64070
A101072,64070
A101242,64070
A106918,64071
A101344,64071
A102541,64071
A106048,64072
A103491,64072
A104140,64072
A104157,64073
A104586,64073
A102355,64073
A100507,64073
A104985,64073
A103837,64073
A104811,64074
A106195,64074
A100168,64074
A105558,64074
A101386,64075
A104851,64075
A106968,64075
A100324,64075
A104377,64075
A106036,64076
A102154,64076
A103208,64076
A105290,64077
A103170,64077
A101715,64077
A107021,33997
A106451,33997
A102648,33997
A106402,33997
A105936,33997
A105939,33998
A104632,33998
A101406,33998
A102066,33999
A100403,33999
A103555,33999
A101454,33999
A103937,33999
A106315,34000
A103489,34000
A101124,34000
A104743,34000
A104593,34000
A100565,34001
A106020,34001
A102110,34001
A103132,34001
A104444,34001
A102779,34002
A107253,34002
A106170,34002
A104657,34002
A100642,34002
A105388,34002
A100346,34003
A103514,34003
A101534,34003
A100429,34003
A103399,34004
A105922,34004
A104514,34004
A101341,34004
A102784,34005
A102613,34005
A106574,34005
A105259,34005
A103403,34005
A101109,34005
A104814,34006
A106644,34006
A107222,34006
A102152,34006
A105573,34007
A104343,34007
A105045,34007
A105304,34007
A101831,34008
A102457,34008
A106930,34008
A103377,34008
A103098,34009
A101816,34009
A105702,34009
A104818,34010
A103748,34010
A100890,34010
A104411,34010
A102903,34010
A106969,34010
A102173,34011
A104799,34011
A101419,34011
A103935,34011
A103725,65423
A100229,65423
A105245,65423
A100972,65423
A102320,65423
A100133,65423
A102839,65424
A106840,65424
A100509,65424
A103581,65424
A102164,65425
A101232,65425
A106408,65425
A104942,65425
A103308,65426
A105796,65426
A106071,65426
A103822,65426
A106851,65426
A105231,65426
A102837,65427
A106144,65427
A105808,65427
A102866,65427
A100573,65427
A106215,65428
A103880,65428
A102720,65428
A106293,65428
A100821,65428
A107190,65428
A101196,65429
A106784,65429
A100017,65429
A105098,65429
A103773,65429
A102287,65430
A105779,65430
A105335,65430
A101463,65431
A102495,65431
A102572,65431
A107154,65431
A103548,65431
