RefID, ClusterID
A961897, A961897
A961899, A914739
A961935, A910561
A961947, A924726
A961996, A914374
A962095, A962095
A962124, A923894
A962186, A906900
A962196, A932802
A962207, A962207
A962216, A958231
A962255, A962255
A962257, A908396
A962299, A929751
A962302, A913466
A962326, A962326
A962327, A905978
A962360, A920211
A962379, A962379
A962380, A961597
A962392, A922176
A962434, A912953
A962473, A962473
A962495, A906829
A962512, A925533
A962517, A936223
A962551, A916466
A962555, A933790
A962563, A906578
A962612, A962612
A962614, A910060
A962680, A961401
A962749, A933657
A962793, A917828
A962808, A904838
A962823, A917198
A962840, A907296
A962861, A961597
A962876, A962876
A962882, A932322
A962905, A928313
A962928, A962928
A962977, A937010
A963015, A937355
A963029, A963029
A963052, A930293
A963067, A936223
A963075, A963075
A963095, A963095
A963096, A963096
A963149, A963149
A963243, A963243
A963254, A934032
A963268, A942111
A963330, A939520
A963332, A904735
A963334, A962379
A963345, A963345
A963360, A905465
A963363, A916017
A963391, A944968
A963429, A961214
A963448, A963448
A963478, A915157
A963558, A905577
A963578, A915742
A963610, A911367
A963619, A905978
A963623, A914597
A963641, A927866
A963660, A910463
A963745, A935807
A963769, A912741
A963780, A963780
A963831, A943522
A963847, A949446
A963848, A930672
A963863, A907131
A963905, A963905
A963929, A963929
A963942, A963942
A963960, A906820
A964009, A959383
A964076, A914246
A964107, A905978
A964133, A919591
A964140, A964140
A964153, A916975
A964154, A912953
A964167, A964167
A964208, A912356
A964249, A922943
A964280, A919447
A964296, A927252
A964322, A938271
A964324, A905663
A964355, A964355
A964404, A964404
A964508, A964508
A964525, A905823
A964531, A945314
A964552, A912438
A964557, A964557
A964565, A911037
A964613, A964613
A964631, A945620
A964646, A964646
A964720, A964720
A964750, A913033
A964774, A919491
A964814, A964814
A964831, A904811
A964852, A919491
A964898, A964898
A964900, A932778
A964903, A964903
A964918, A964918
A964929, A964929
A964975, A927962
A965056, A965056
A965106, A938120
A965159, A965159
A965172, A907284
A965183, A965183
A965195, A906565
A965235, A964646
A965279, A942111
A965319, A965319
A965368, A965368
A965437, A965437
A965444, A915732
A965512, A965512
A965630, A965630
A965664, A911385
A965665, A920496
A965675, A910303
A965695, A965695
A965723, A907384
A965773, A921090
A965791, A965791
A965806, A918922
A965844, A945180
A965845, A918633
A965854, A922766
A965872, A909989
A965887, A906816
A965888, A965888
A965894, A910960
A965943, A951559
A965944, A965944
A965968, A905465
A966002, A966002
A966007, A921090
A966023, A914381
A966063, A917293
A966069, A966069
A966127, A913466
A966136, A949322
A966147, A949027
A966159, A966159
A966166, A966166
A966176, A915157
A966184, A966184
A966227, A966227
A966278, A966278
A966288, A916387
A966334, A924429
A966339, A922167
A966398, A955772
A966439, A904735
A966478, A917739
A966512, A936260
A966525, A966525
A966558, A966558
A966566, A908835
A966619, A922176
A966731, A935248
A966758, A966758
A966767, A966767
A966776, A944968
A966819, A904739
A966828, A910126
A966853, A909466
A966857, A966857
A966887, A966887
A966891, A941655
A966922, A926082
A966938, A922766
A966957, A966957
A967035, A967035
A967046, A943912
A967075, A967075
A967137, A938419
A967158, A910561
A967164, A906829
A967211, A920410
A967271, A923557
A967362, A967362
A967395, A967395
A967424, A967424
A967450, A905966
A967456, A916017
A967470, A939529
A967511, A913637
A967526, A967526
A967548, A926651
A967554, A911420
A967570, A967570
A967592, A910126
A967610, A967610
A967673, A917968
A967685, A908662
A967708, A967708
A967726, A917739
A967742, A920190
A967788, A925346
A967796, A933903
A967825, A967825
A967889, A913033
A967908, A910059
A967920, A904861
A967941, A915732
A967948, A967948
A967984, A967984
A967987, A967987
A968043, A919680
A968044, A943900
A968082, A922314
A968125, A968125
A968158, A908266
A968159, A968159
A968186, A941287
A968214, A968214
A968227, A968227
A968261, A921163
A968264, A922442
A968272, A968272
A968280, A951661
A968400, A968400
A968451, A909666
A968510, A968510
A968536, A968536
A968555, A968555
A968595, A921338
A968599, A935383
A968720, A961214
A968798, A942620
A968834, A968834
A968847, A912953
A968848, A910059
A968902, A968902
A968908, A968908
A968909, A925689
A968915, A917609
A968918, A968918
A968985, A922769
A968988, A931407
A969030, A927616
A969043, A969043
A969097, A917033
A969218, A906178
A969262, A969262
A969272, A969272
A969297, A908704
A969303, A906202
A969304, A969304
A969350, A969350
A969358, A911973
A969413, A918873
A969439, A952953
A969451, A942620
A969463, A927186
A969468, A969468
A969532, A913592
A969596, A938120
A969640, A969468
A969654, A969654
A969675, A922353
A969693, A937355
A969705, A916017
A969779, A967395
A969805, A906565
A969830, A940000
A969846, A969846
A969924, A933543
A969937, A910126
A970011, A970011
A970015, A911120
A970016, A925651
A970022, A970022
A970073, A906578
A970136, A970136
A970181, A941847
A970184, A938271
A970203, A970203
A970209, A970209
A970236, A909854
A970237, A909989
A970329, A905817
A970407, A908653
A970428, A929301
A970439, A905577
A970600, A924699
A970615, A909904
A970690, A942111
A970731, A933636
A970737, A936787
A970745, A970745
A970746, A970746
A970773, A967987
A970796, A923013
A970860, A914585
A970868, A906634
A970881, A970881
A970888, A929431
A970890, A905600
A970904, A912507
A970913, A970913
A971007, A911645
A971028, A908732
A971061, A904811
A971101, A967075
A971136, A914909
A971192, A915340
A971201, A922383
A971251, A907656
A971305, A971305
A971345, A914739
A971400, A913604
A971421, A933790
A971478, A905465
A971482, A956709
A971494, A961597
A971522, A917230
A971523, A921090
A971560, A921090
A971561, A947926
A971572, A971572
A971634, A971634
A971675, A922639
A971707, A922459
A971780, A909466
A971790, A910004
A971826, A971826
A971833, A924279
A971887, A909028
A971925, A917198
A971933, A915852
A971940, A971940
A971943, A915157
A971958, A908662
A971962, A910354
A971965, A906926
A971977, A945180
A971987, A940381
A971988, A921027
A971993, A929630
A972013, A914374
A972043, A910126
A972083, A933657
A972167, A972167
A972210, A928313
A972277, A919680
A972278, A933945
A972283, A940000
A972302, A929623
A972317, A915296
A972322, A907249
A972412, A972412
A972426, A913011
A972583, A922383
A972595, A972595
A972613, A972613
A972684, A911645
A972704, A906178
A972707, A911006
A972710, A924231
A972798, A921027
A972802, A935383
A972804, A936787
A972829, A906942
A972846, A914909
A972885, A910769
A972897, A925258
A972901, A972901
A972908, A921566
A972924, A916775
A972990, A911368
A972991, A921027
A973008, A973008
A973143, A911153
A973196, A936260
A973225, A973225
A973261, A973261
A973303, A934282
A973341, A921090
A973342, A953441
A973370, A973370
A973378, A908396
A973389, A973389
A973433, A938362
A973440, A934739
A973552, A911153
A973612, A923733
A973613, A914739
A973625, A973625
A973647, A909014
A973654, A919569
A973679, A973679
A973686, A973686
A973706, A961851
A973741, A918633
A973751, A914909
A973802, A973802
A973814, A961597
A973853, A904861
A973892, A929431
A973949, A915586
A973963, A973963
A973969, A933021
A973978, A907840
A974000, A938442
A974033, A974033
A974034, A925524
A974039, A932789
A974051, A933933
A974056, A925524
A974058, A912159
A974060, A909296
A974089, A974089
A974176, A929431
A974210, A907042
A974216, A914381
A974295, A967987
A974315, A929431
A974321, A927156
A974348, A923069
A974372, A952865
A974385, A916775
A974405, A933945
A974416, A974416
A974436, A940100
A974438, A974438
A974476, A917609
A974485, A974485
A974529, A953441
A974557, A915730
A974575, A909014
A974596, A909666
A974612, A974612
A974644, A952865
A974654, A962928
A974660, A933568
A974705, A910960
A974757, A913670
A974764, A974764
A974796, A916975
A974834, A974834
A974837, A906202
A974858, A912470
A974873, A921027
A974874, A974874
A974894, A905562
A974896, A943912
A974915, A923472
A975013, A911473
A975027, A918780
A975036, A970745
A975037, A943720
A975103, A940000
A975124, A910692
A975196, A916045
A975281, A915730
A975310, A975310
A975312, A975312
A975337, A942620
A975350, A942111
A975365, A910004
A975417, A975417
A975451, A975451
A975477, A915586
A975502, A975451
A975507, A944274
A975508, A916017
A975544, A975544
A975578, A916045
A975585, A922294
A975625, A975625
A975645, A915742
A975653, A948850
A975664, A975664
A975668, A975668
A975689, A907561
A975695, A957782
A975706, A975706
A975727, A915742
A975745, A922943
A975783, A953519
A975813, A905844
A975815, A975815
A975877, A909989
A975885, A937475
A975906, A943522
A975931, A975931
A975932, A918922
A975998, A975998
A976000, A937355
A976130, A917011
A976131, A976131
A976176, A958583
A976194, A910463
A976231, A917114
A976234, A976234
A976250, A962928
A976261, A976261
A976273, A921739
A976322, A920447
A976329, A917033
A976349, A921541
A976400, A918676
A976487, A909199
A976491, A937475
A976522, A920190
A976533, A910060
A976570, A976570
A976579, A909342
A976623, A956709
A976634, A976634
A976656, A976656
A976661, A976661
A976708, A917573
A976722, A928942
A976749, A908528
A976765, A909202
A976823, A910126
A976836, A929431
A976845, A922314
A976857, A917174
A976859, A976859
A976907, A945158
A977049, A962928
A977130, A977130
A977140, A977140
A977160, A969654
A977177, A915340
A977207, A935302
A977233, A908528
A977247, A923305
A977268, A909854
A977354, A904913
A977416, A916063
A977425, A977425
A977451, A977451
A977517, A922353
A977525, A925454
A977533, A970745
A977544, A947926
A977550, A927295
A977611, A914811
A977620, A906321
A977641, A910195
A977664, A911968
A977665, A942973
A977678, A977678
A977764, A908334
A977829, A945092
A977930, A949027
A977935, A921090
A977962, A977962
A977992, A911420
A978136, A939125
A978183, A978183
A978243, A978243
A978248, A922943
A978270, A925346
A978332, A913604
A978333, A978333
A978334, A908396
A978379, A921090
A978393, A911548
A978409, A978409
A978475, A955617
A978494, A978494
A978507, A911006
A978518, A978518
A978624, A961791
A978659, A917293
A978662, A940511
A978681, A978681
A978727, A978727
A978782, A942973
A978800, A968125
A978807, A909666
A978809, A930840
A978813, A938443
A978837, A909989
A978845, A906879
A978877, A978877
A978889, A909296
A979022, A908334
A979117, A979117
A979132, A919180
A979147, A908482
A979206, A925651
A979223, A979223
A979273, A911959
A979276, A979276
A979279, A918089
A979304, A940511
A979342, A926438
A979354, A969468
A979434, A979434
A979445, A979445
A979465, A961660
A979481, A906178
A979490, A921338
A979497, A936787
A979515, A924726
A979557, A938120
A979571, A941776
A979602, A922747
A979635, A905951
A979747, A915213
A979758, A916219
A979806, A979806
A979829, A917573
A979905, A923808
A979913, A979913
A979918, A979918
A979941, A979941
A979946, A928313
A979964, A979964
A979992, A926355
A980083, A915852
A980108, A920525
A980218, A930672
A980241, A920496
A980254, A914909
A980258, A910126
A980259, A980259
A980267, A980267
A980272, A906194
A980353, A909471
A980378, A915586
A980500, A916329
A980501, A905547
A980512, A933790
A980580, A949446
A980647, A919680
A980655, A933568
A980674, A924278
A980704, A980704
A980725, A980725
A980781, A916510
A980783, A967948
A980804, A980804
A980864, A913637
A980917, A945092
A980953, A916466
A980966, A939520
A980988, A915428
A980998, A925524
A981028, A930672
A981052, A932802
A981069, A916017
A981119, A905796
A981120, A981120
A981122, A981122
A981133, A911120
A981165, A981165
A981183, A944274
A981200, A949027
A981204, A953519
A981211, A981211
A981255, A924231
A981277, A981277
A981320, A904838
A981356, A923894
A981378, A911006
A981403, A930840
A981415, A946528
A981419, A922943
A981423, A908482
A981473, A981473
A981538, A922294
A981565, A932789
A981579, A932778
A981595, A925651
A981597, A921163
A981626, A917609
A981639, A929623
A981680, A909989
A981683, A981683
A981807, A911037
A981815, A907782
A981869, A915340
A981871, A906864
A981895, A981895
A981914, A910004
A981976, A965512
A982011, A922167
A982020, A909663
A982080, A923673
A982100, A982100
A982139, A922176
A982208, A923733
A982214, A925907
A982215, A943912
A982230, A907656
A982251, A982251
A982264, A905817
A982284, A909989
A982285, A904861
A982301, A907505
A982324, A914739
A982334, A935984
A982347, A914104
A982379, A935302
A982391, A933903
A982406, A982406
A982497, A982497
A982499, A912953
A982500, A951661
A982544, A906565
A982549, A912203
A982556, A916466
A982571, A982571
A982573, A908231
A982633, A982633
A982643, A982643
A982647, A904739
A982650, A931912
A982656, A920094
A982745, A961597
A982747, A961660
A982770, A933021
A982799, A915340
A982839, A912507
A982857, A982857
A982869, A908642
A982914, A907164
A982936, A921090
A982940, A908266
A982942, A931944
A982972, A916510
A983021, A973679
A983080, A936324
A983091, A983091
A983176, A905748
A983196, A912451
A983206, A983206
A983223, A909768
A983241, A916975
A983254, A934032
A983435, A983435
A983478, A983478
A983512, A913715
A983520, A983520
A983542, A915428
A983546, A932322
A983667, A922314
A983689, A983689
A983703, A911037
A983717, A917114
A983798, A961553
A983811, A933573
A983822, A926791
A983902, A910692
A983903, A983903
A983919, A983919
A983954, A938271
A983983, A922176
A984003, A905663
A984023, A914024
A984041, A911662
A984062, A915296
A984103, A984103
A984105, A984105
A984119, A905966
A984120, A959383
A984143, A984143
A984165, A984165
A984198, A984198
A984236, A984236
A984267, A961851
A984269, A906178
A984270, A911368
A984273, A905307
A984278, A947926
A984298, A984298
A984301, A909466
A984350, A907263
A984363, A984363
A984405, A915732
A984432, A915213
A984447, A932807
A984486, A914011
A984490, A922388
A984532, A923305
A984534, A911420
A984614, A914011
A984675, A905951
A984756, A906578
A984790, A984790
A984823, A941287
A984843, A919080
A984962, A906194
A985074, A985074
A985083, A985083
A985086, A961597
A985105, A924231
A985110, A920810
A985180, A942675
A985185, A920094
A985212, A985212
A985346, A937355
A985400, A985400
A985419, A953441
A985423, A964508
A985446, A935383
A985463, A985463
A985613, A917198
A985621, A985621
A985637, A917828
A985674, A905796
A985793, A963942
A985852, A985852
A985875, A985875
A985877, A912235
A985898, A985898
A985907, A925488
A986058, A929431
A986082, A917287
A986176, A921250
A986223, A911973
A986291, A986291
A986348, A905796
A986375, A986375
A986401, A911153
A986421, A962876
A986451, A919591
A986463, A905978
A986527, A920907
A986558, A966857
A986576, A911385
A986620, A925651
A986640, A942473
A986683, A911973
A986687, A920094
A986693, A924429
A986722, A986722
A986752, A938443
A986753, A922442
A986774, A936169
A986803, A986803
A986860, A936530
A986874, A915340
A986889, A937010
A986895, A986895
A986913, A984165
A986921, A904758
A986928, A986928
A986941, A986941
A986946, A916387
A986948, A938108
A986959, A920810
A986974, A909342
A987003, A955814
A987021, A920496
A987054, A936260
A987075, A910240
A987111, A905966
A987118, A987118
A987128, A987128
A987132, A911420
A987152, A906014
A987154, A915340
A987199, A987199
A987212, A911153
A987222, A913833
A987263, A906879
A987305, A987305
A987321, A922383
A987327, A941287
A987351, A915213
A987384, A934739
A987392, A922383
A987400, A939023
A987411, A918873
A987428, A907656
A987435, A910561
A987459, A987459
A987466, A926651
A987479, A932789
A987487, A917529
A987498, A987498
A987501, A941287
A987507, A918780
A987572, A987572
A987584, A987584
A987606, A987606
A987637, A909471
A987639, A926651
A987653, A987653
A987740, A987740
A987845, A938108
A987863, A987863
A987889, A981120
A987923, A907840
A987930, A921673
A987968, A945180
A988015, A925651
A988045, A914024
A988092, A913604
A988103, A940000
A988115, A952953
A988133, A917874
A988142, A908835
A988193, A930840
A988209, A920536
A988223, A911817
A988296, A918922
A988318, A906565
A988362, A915363
A988380, A988380
A988396, A920139
A988451, A988451
A988463, A913604
A988479, A988479
A988483, A988483
A988486, A910126
A988515, A988515
A988521, A988521
A988564, A909471
A988578, A916387
A988660, A926082
A988662, A938271
A988689, A934780
A988717, A964646
A988734, A923808
A988738, A982857
A988759, A938108
A988790, A920810
A988826, A920190
A988827, A988827
A988839, A939529
A988877, A925651
A988915, A962876
A988924, A962379
A989080, A910240
A989110, A915213
A989122, A924699
A989136, A962876
A989235, A989235
A989279, A922880
A989352, A917299
A989373, A989373
A989376, A917114
A989382, A909014
A989429, A933265
A989482, A916510
A989485, A935248
A989598, A912796
A989619, A905748
A989633, A917174
A989734, A928821
A989752, A905562
A989763, A985400
A989767, A927616
A989772, A989772
A989780, A914585
A989828, A932268
A989841, A914246
A989947, A925986
A989955, A918828
A989989, A989989
A990007, A990007
A990121, A982251
A990184, A933657
A990193, A933657
A990205, A990205
A990216, A907249
A990227, A925689
A990234, A907840
A990243, A919343
A990293, A990293
A990296, A990296
A990355, A942620
A990361, A990361
A990376, A908642
A990431, A946073
A990458, A990458
A990513, A909864
A990598, A913935
A990668, A906900
A990679, A913715
A990753, A921027
A990830, A979434
A990838, A919080
A990848, A906816
A990876, A990876
A990888, A912438
A990894, A990876
A990908, A946587
A990939, A990939
A990943, A922383
A990947, A934936
A990977, A947374
A990993, A909014
A990996, A917299
A990997, A915296
A990998, A933933
A991023, A910561
A991055, A914448
A991138, A991138
A991195, A916510
A991208, A910008
A991266, A913833
A991269, A991269
A991292, A916775
A991295, A917198
A991328, A909904
A991401, A906942
A991452, A927773
A991466, A979434
A991474, A991474
A991481, A949787
A991529, A991529
A991536, A991536
A991539, A923733
A991576, A991576
A991627, A944968
A991673, A991673
A991748, A905951
A991783, A918633
A991859, A909316
A991878, A942111
A992064, A947088
A992076, A937010
A992099, A931944
A992126, A938419
A992180, A920810
A992190, A992190
A992222, A933790
A992244, A926355
A992256, A920094
A992267, A941655
A992279, A992279
A992281, A992281
A992366, A934329
A992387, A928821
A992394, A926823
A992436, A920410
A992483, A925651
A992537, A917115
A992645, A918676
A992726, A933657
A992749, A916510
A992755, A920094
A992798, A933933
A992801, A992801
A992837, A992837
A992868, A938120
A992892, A964508
A992928, A908396
A992988, A992988
A993003, A920955
A993068, A993068
A993086, A953519
A993091, A912796
A993157, A910463
A993161, A909242
A993222, A913604
A993291, A928942
A993309, A912186
A993315, A913592
A993358, A989772
A993384, A993384
A993419, A993419
A993429, A914909
A993552, A923941
A993558, A929431
A993560, A906321
A993573, A949446
A993628, A907384
A993660, A944274
A993686, A905966
A993692, A993692
A993709, A906178
A993758, A905978
A993768, A914374
A993848, A913178
A993890, A993890
A993896, A953969
A993909, A993909
A993940, A916934
A993958, A935248
A994005, A917033
A994027, A912356
A994054, A922314
A994071, A909989
A994079, A909666
A994111, A994111
A994135, A906926
A994169, A994169
A994202, A914739
A994211, A929431
A994299, A904838
A994309, A907164
A994311, A905693
A994316, A912356
A994339, A929630
A994342, A920810
A994391, A994391
A994393, A914739
A994412, A973963
A994415, A945907
A994521, A914909
A994537, A910769
A994561, A962876
A994594, A927616
A994679, A982857
A994703, A994703
A994720, A994720
A994743, A994743
A994745, A932268
A994750, A945454
A994768, A990876
A994827, A920190
A994841, A948003
A994843, A949856
A994865, A947802
A994934, A907284
A994945, A914739
A995058, A995058
A995112, A981165
A995134, A995134
A995145, A913537
A995174, A909199
A995288, A995288
A995349, A984363
A995404, A935904
A995415, A995415
A995468, A912470
A995470, A908041
A995474, A921090
A995577, A917114
A995661, A906926
A995703, A921541
A995709, A948801
A995765, A908835
A995871, A995871
A995926, A905465
A996100, A996100
A996159, A909242
A996163, A918633
A996222, A907164
A996245, A918873
A996291, A923069
A996299, A923305
A996435, A996435
A996438, A974764
A996469, A916775
A996477, A996477
A996492, A916510
A996507, A913637
A996538, A996538
A996626, A953969
A996631, A923013
A996678, A914597
A996707, A911844
A996710, A937566
A996718, A996718
A996735, A915732
A996736, A996736
A996746, A923069
A996763, A996763
A996767, A961851
A996807, A905844
A996821, A909242
A996880, A964929
A996888, A911973
A996923, A996923
A996959, A996959
A996995, A996995
A997062, A908396
A997080, A997080
A997113, A949322
A997119, A957782
A997141, A905817
A997168, A922353
A997180, A909342
A997206, A949787
A997226, A905966
A997234, A997234
A997288, A942111
A997306, A961115
A997308, A997308
A997341, A914374
A997344, A910852
A997399, A997399
A997477, A908482
A997513, A942149
A997545, A997545
A997573, A932268
A997597, A997597
A997622, A967075
A997623, A907249
A997635, A997635
A997659, A913592
A997684, A919472
A997756, A990876
A997791, A918181
A997796, A928731
A997807, A916934
A997836, A921027
A997882, A934780
A997900, A994169
A997909, A997909
A997910, A933276
A997960, A918922
A997991, A917739
A998005, A998005
A998008, A915428
A998058, A930256
A998135, A998135
A998181, A975451
A998213, A922562
A998294, A922275
A998330, A926220
A998382, A998382
A998393, A925986
A998449, A998449
A998466, A943522
A998517, A963095
A998554, A915340
A998559, A911420
A998569, A917299
A998584, A915732
A998588, A921338
A998603, A913715
A998627, A914579
A998672, A905823
A998694, A917739
A998711, A924429
A998722, A929301
A998819, A920955
A998869, A919080
A998890, A920810
A998913, A965319
A998914, A957282
A998949, A965630
A998980, A932322
B898134, A937010
B898158, A922943
B898203, A911959
B898262, A908653
B898272, B898272
B898274, A924644
B898289, A921739
B898292, A910126
B898411, A912741
B898438, A905577
B898501, A908180
B898527, B898527
B898585, A914739
B898677, A918676
B898681, A911153
B898688, B898688
B898701, A912186
B898720, B898720
B898859, A909864
B898890, B898890
B898896, A922388
B898897, A923076
B898901, A942149
B898956, A916545
B898964, A942111
B898969, A977140
B898971, A905966
B898999, A925533
B899018, A905817
B899030, A916466
B899052, A917198
B899067, A924699
B899120, A984298
B899193, A905547
B899265, A925533
B899274, A967987
B899299, A926082
B899313, A915341
B899321, A928942
B899330, B899330
B899357, A917033
B899395, A908334
B899400, A924726
B899411, A924278
B899437, A929352
B899485, A905748
B899508, A908528
B899559, A923721
B899574, A935015
B899616, A925346
B899665, A906926
B899680, B899680
B899713, A923076
B899722, A921338
B899734, A930266
B899742, A911943
B899750, A953519
B899802, A923673
B899807, A931944
B899857, A908334
B899858, A923557
B899862, B899862
B899888, A915296
B899892, B899892
B899921, B899921
B899945, A909854
B899951, A917198
B899970, B899970
B900000, A967395
B900012, B900012
B900043, A913342
B900068, B900068
B900152, B900152
B900156, B900156
B900173, A922294
B900198, B900198
B900232, A963345
B900237, A921566
B900260, A916321
B900289, A912796
B900305, A920094
B900331, A948003
B900417, A940100
B900507, A908231
B900509, A911973
B900577, A911385
B900601, A905153
B900652, A938443
B900694, A909471
B900703, A915157
B900811, B900811
B900838, A948195
B900892, A967075
B900998, A953441
B901014, A919591
B901020, A910126
B901044, B901044
B901052, A966166
B901127, A944968
B901147, A904758
B901182, B901182
B901321, B901321
B901402, A910126
B901431, A914865
B901447, A906178
B901458, A922388
B901466, B901466
B901484, B901484
B901499, A937475
B901514, A929431
B901569, B901569
B901608, A910008
B901628, A917874
B901645, A909199
B901651, B901651
B901719, A917828
B901754, A939785
B901776, A910060
B901784, A923076
B901868, B901868
B901877, A935383
B901943, A913353
B901999, A910126
B902092, A926481
B902204, B902204
B902250, B902250
B902281, A906829
B902322, A915428
B902331, A907263
B902349, B902349
B902366, A905978
B902369, A922388
B902427, A919080
B902524, A935144
B902553, A913592
B902569, B902569
B902628, A915157
B902647, A982100
B902671, B902671
B902673, A933888
B902713, A913178
B902738, A916321
B902743, B902743
B902808, B902808
B902867, A934780
B902944, A936260
B902965, A969846
B902968, A923076
B902977, A914024
B903015, B903015
B903150, A948046
B903152, A917114
B903249, A911645
B903287, A914579
B903303, A938108
B903366, A965183
B903530, B903530
B903548, A920447
B903568, A949856
B903572, A927186
B903591, A943522
B903600, B903600
B903632, A920094
B903648, A937529
B903649, A922388
B903674, B898890
B903706, B903706
B903730, B903730
B903745, B903745
B903767, A906578
B903813, A905817
B903825, A932268
B903827, B903530
B903836, A912796
B903870, A920810
B903881, A911988
B903899, A926308
B903931, A985621
B903935, B903935
B903987, A907771
B904022, A927295
B904028, A910195
B904039, A936547
B904057, A959383
B904085, A964646
B904259, A953519
B904273, A908835
B904304, B904304
B904314, A936787
B904370, A940000
B904519, A982571
B904552, A938271
B904569, A940000
B904600, A912741
B904617, A912356
B904641, B904641
B904738, A937475
B904748, B904748
B904788, A950846
B904814, B904814
B904818, B904818
B904835, A909014
B904840, A918628
B904895, A930256
B904916, A917609
B904940, B904940
B905001, A905823
B905047, B904940
B905111, A948850
B905135, B905135
B905154, A967987
B905160, B905160
B905165, B905165
B905167, B905167
B905184, A915732
B905191, A909296
B905277, B905277
B905305, A949787
B905364, B905364
B905443, A909989
B905470, A912356
B905534, B905534
B905542, B905542
B905565, A922614
B905586, B899862
B905635, B905635
B905645, A905488
B905689, A948138
B905794, A920536
B905816, B905816
B905882, A915732
B905891, A929301
B905896, B905896
B905900, A910008
B905901, B905901
B905904, A914739
B905944, B905944
B905956, A936787
B905984, A912203
B906078, B906078
B906105, A923941
B906138, A906879
B906141, A945180
B906166, A942111
B906170, B906170
B906220, A908482
B906280, B906280
B906286, A909014
B906304, A917299
B906372, A907249
B906409, B906409
B906427, A926220
B906435, A908642
B906445, A933657
B906482, B906482
B906501, A910852
B906506, A919080
B906552, A933573
B906564, A923808
B906622, A933933
B906632, A974764
B906645, A911645
B906655, A919472
B906685, A917609
B906721, B906721
B906755, A933528
B906766, B906766
B906856, A982571
B906860, A909666
B906866, A908653
B906906, B906906
B906916, A943900
B906943, A917287
B906996, A914011
B907027, A921090
B907057, A929623
B907074, A937010
B907102, B907102
B907116, A914483
B907127, B907127
B907199, A935984
B907251, B900012
B907278, B899330
B907279, B907279
B907340, A919267
B907344, A932778
B907447, A905817
B907467, A931912
B907470, A923557
B907507, B905896
B907515, A929431
B907605, A949027
B907648, A906864
B907681, A923732
B907721, A904913
B907738, A920211
B907773, A915341
B907776, B907776
B907806, B907806
B907837, A920955
B907905, A938108
B907965, A906014
B907992, A932778
B908001, A914024
B908045, A928313
B908078, A933933
B908099, A941655
B908143, A926220
B908176, A906178
B908207, A912796
B908210, B898890
B908235, A952953
B908283, A942111
B908354, B908354
B908407, B906906
B908421, A913011
B908426, A915213
B908482, A942675
B908632, A923733
B908662, B908662
B908665, A909924
B908680, B908680
B908718, A952468
B908738, A909666
B908748, A935984
B908750, A913637
B908788, B908788
B908810, A908205
B908838, B908838
B908845, A956709
B908897, A906820
B909075, A980704
B909183, A926791
B909205, A949388
B909253, A978494
B909316, A929543
B909324, A952865
B909402, B909402
B909425, A919680
B909476, A920094
B909496, B909496
B909600, A920536
B909610, A911153
B909728, A923894
B909730, A929431
B909759, A916045
B909763, A949787
B909776, A911959
B909782, A921163
B909793, A934739
B909794, A924429
B909808, A939529
B909927, A920094
B909999, A930266
B910043, A908180
B910064, A927521
B910121, B910121
B910197, A907042
B910208, A925454
B910216, A953969
B910259, A945454
B910272, B910272
B910278, A906202
B910282, B910282
B910285, A973389
B910286, A906578
B910311, A927773
B910335, A914246
B910363, B910363
B910376, A910463
B910384, A908334
B910439, B910439
B910457, A921163
B910581, A918618
B910587, A949108
B910606, A906172
B910664, B910664
B910690, A923941
B910707, A908231
B910714, B910714
B910734, A963096
B910747, B910747
B910817, A917828
B910849, B910849
B910859, A923733
B910944, A911645
B910983, B910983
B911010, A925533
B911011, A917198
B911016, A931944
B911020, A938362
B911079, B911079
B911129, A916975
B911235, A934032
B911350, B911350
B911373, B911373
B911379, A911817
B911415, B911415
B911507, A906321
B911517, B911517
B911519, A942473
B911525, B911525
B911529, B911529
B911652, B911652
B911681, B911681
B911700, A906578
B911711, A917739
B911726, A906940
B911728, A922459
B911744, A920536
B911774, B911774
B911776, A957309
B911799, A919447
B911860, A915341
B911881, B911881
B911904, A914448
B911967, A923076
B911987, A922383
B911988, A917609
B912016, A911153
B912029, B912029
B912063, B912063
B912103, A917874
B912163, B912163
B912168, A912159
B912180, A904739
B912376, A977425
B912399, A912356
B912415, B906409
B912420, A933636
B912430, B912430
B912465, A908528
B912469, B912469
B912472, A905547
B912490, A990205
B912521, A906820
B912564, B901651
B912578, A923369
B912587, A920810
B912605, A906940
B912623, B912623
B912655, B912655
B912665, A910303
B912729, A929267
B912742, A937725
B912778, A911662
B912820, B912820
B912834, A929301
B912869, A905562
B912873, A942149
B912957, A914739
B912972, B912972
B912977, A968834
B912985, A964646
B912998, A907284
B913160, A920810
B913184, A913592
B913195, A961897
B913222, B913222
B913228, A957782
B913271, A987606
B913274, A908205
B913296, A940000
B913334, B913334
B913360, A968125
B913369, A922747
B913417, A913342
B913420, A938442
B913479, A988483
B913503, A934329
B913558, A914739
B913560, A974764
B913573, A908266
B913664, A941287
B913672, B903530
B913675, B913675
B913677, B913677
B913689, A926082
B913731, A927773
B913732, A911968
B913858, A965319
B913879, A908231
B913996, A929431
B914007, A957282
B914050, A915428
B914067, A917739
B914076, A917033
B914112, A911180
B914129, A910354
B914131, A922383
B914169, A905663
B914264, A905978
B914298, A911006
B914319, A928298
B914391, A921163
